,address,latitude,link,longitude,name,price,tags,isGluten
1119,1 Oxford St,42.376311,/restaurants/lobsta-love/,-71.115948,Lobsta Love,$$,"setTargeting('cuisine', ['new-england', 'seafood', 'sandwiches']);",0
1120,352 Hanover St,42.365085,/restaurants/locale/,-71.053187,Locale,$$,"setTargeting('cuisine', ['pizza', 'italian']);",0
1121,114\u002D116 Salem St,42.364742,/restaurants/locontes/,-71.055771,Loconte's,$$$,"setTargeting('cuisine', ['italian']);",0
1122,271 Dartmouth St,42.35045,/restaurants/lolita/,-71.077493,Lolita,$$,"setTargeting('cuisine', ['mexican', 'nuevo-latino']);",0
1123,1095 Commonwealth Ave,42.352156,/restaurants/lollicup/,-71.124966,Lollicup,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'desserts']);",0
1124,479 Cambridge St,42.353791,/restaurants/lone-star-taco-bar/,-71.136971,Lone Star Taco Bar,$$,"setTargeting('cuisine', ['mexican']);",0
1125,401 Park Dr,42.344828,/restaurants/longhorn-steakhouse/,-71.104319,Longhorn Steakhouse,$$$,"setTargeting('cuisine', ['steakhouses', 'american-traditional']);",0
1126,342 Longwood Ave,42.338199,/restaurants/longwood/,-71.106292,Longwood,$$$,"setTargeting('cuisine', ['american-traditional', 'pizza']);",1
1127,92 Hampshire St,42.368797,/restaurants/lord-hobo/,-71.094996,Lord Hobo,$$$,"setTargeting('cuisine', ['american-new', 'gastropub', 'cocktails']);",0
1128,1 Lansdowne St,42.296739,/restaurants/lorettas-last-call/,-71.01806,Loretta's Last Call,$$$,"setTargeting('cuisine', ['southern-soul']);",0
1129,476 Commonwealth Ave,42.348797,/restaurants/lower-depths-tap-room/,-71.093872,Lower Depths Tap Room,$$,"setTargeting('cuisine', ['american-traditional', 'bar-food', 'hot-dogs']);",0
1130,225 Northern Ave,42.349069,/restaurants/ltk/,-71.039633,LTK,$$,"setTargeting('cuisine', ['seafood', 'american-new', 'new-england']);",1
1131,1 Harborside Dr,42.363275,/restaurants/ltk-legals-test-kitchen/,-71.025663,LTK (Legal's Test Kitchen),$$$,"setTargeting('cuisine', ['seafood', 'new-england']);",1
1132,226 Hanover St,42.363157,/restaurants/lucca/,-71.055314,Lucca,$$$$$,"setTargeting('cuisine', ['italian']);",0
1133,116 Huntington Ave,42.349197,/restaurants/lucca-2/,-71.077095,Lucca,$$$$,"setTargeting('cuisine', ['italian']);",0
1134,415 Hanover St,42.365749,/restaurants/lucia/,-71.053157,Lucia,$$$$,"setTargeting('cuisine', ['italian']);",0
1135,145 Ipswich St,42.347172,/restaurants/lucky-strike-lanes/,-71.094238,Lucky Strike Lanes,$$$,"setTargeting('cuisine', ['small-plates-tapas', 'american-traditional']);",0
1136,12 Harborside Dr,42.363256,/restaurants/luckys-lounge-2/,-71.025254,Lucky's Lounge,$$$,"setTargeting('cuisine', ['american-traditional']);",0
1137,355 Congress St,42.350675,/restaurants/luckys-lounge/,-71.048459,Lucky's Lounge,$$$,"setTargeting('cuisine', ['american-traditional', 'bar-food', 'pizza']);",0
1138,334 Massachusetts Ave,42.342297,/restaurants/lucy-ethiopian-cafe/,-71.084562,Lucy Ethiopian Cafe,$,"setTargeting('cuisine', ['ethiopian', 'african', 'cafes-coffeehouses']);",0
1139,421 Cambridge St,42.355065,/restaurants/lulus-allston/,-71.134165,Lulu's Allston,$$$,"setTargeting('cuisine', ['gastropub', 'american-new']);",0
1140,57 Salem St,42.363218,/restaurants/lulus-sweet-shoppe/,-71.056415,Lulu's Sweet Shoppe,$,"setTargeting('cuisine', ['desserts', 'bakeries']);",0
1141,8593 Franklin St,42.355904,/restaurants/lulus-sweet-shoppe-2/,-71.055157,Lulu's Sweet Shoppe,$,"setTargeting('cuisine', ['desserts', 'bakeries']);",0
1142,Location Varies,42.345281,/restaurants/m-m-ribs/,-71.069798,M&amp;M Ribs,$$,"setTargeting('cuisine', ['barbecue', 'southern-soul']);",0
1143,606 Congress St,42.347876,/restaurants/mc-speido/,-71.039219,M.C. Spiedo,$$$$,"setTargeting('cuisine', ['italian']);",0
1144,27 Columbus Ave,42.351024,/restaurants/mj-oconners-irish-pub/,-71.069022,M.J. O'Conner's Irish Pub,$$$,"setTargeting('cuisine', ['irish', 'bar-food', 'cocktails']);",0
1145,425 Summer St,42.346086,/restaurants/mj-oconnors-boston-pub/,-71.04328,M.J. O'Connors Boston Pub,$$$,"setTargeting('cuisine', ['bar-food', 'irish']);",0
1146,25 Union Sq,42.379957,/restaurants/machu-picchu/,-71.096607,Machu Picchu,$$,"setTargeting('cuisine', ['peruvian', 'south-american']);",0
1147,1095 Commonwealth Ave,42.352156,/restaurants/madina-markets-kitchen/,-71.124966,Madina Market's Kitchen,$$,"setTargeting('cuisine', ['indian', 'middle-eastern']);",0
1148,4 Columbus Ave,42.351398,/restaurants/maggianos/,-71.068517,Maggiano's,$$$$,"setTargeting('cuisine', ['italian']);",0
1149,304 Western Ave,42.363073,/restaurants/maki-maki/,-71.136026,Maki Maki,$$$$$,"setTargeting('cuisine', ['sushi', 'japanese']);",0
1150,Location Varies,42.379541,/restaurants/makin-jamaican/,-71.064634,Makin' Jamaican,$$,"setTargeting('cuisine', ['jamaican']);",0
1151,645 Beacon St,42.348731,/restaurants/maluken/,-71.097068,Maluken,$$$,"setTargeting('cuisine', ['japanese', 'sushi']);",0
1152,19 Union Sq,42.379651,/restaurants/mama-ginas/,-71.096496,Mama Gina's,$,"setTargeting('cuisine', ['pizza', 'sandwiches', 'wings']);",0
1153,764 Huntington Ave,42.333374,/restaurants/mamas-place/,-71.10598,Mama's Place,$,"setTargeting('cuisine', ['greek', 'sandwiches', 'burgers']);",0
1154,3 North Sq,42.36408,/restaurants/mamma-maria/,-71.053765,Mamma Maria,$$$$$,"setTargeting('cuisine', ['italian']);",0
1155,328 Washington St,42.348974,/restaurants/mandy-joes-delicatessen/,-71.152167,Mandy &amp; Joe's Delicatessen,$,"setTargeting('cuisine', ['diners-coffee-shops']);",0
1156,537 Columbus Ave,42.341649,/restaurants/mangia/,-71.080729,Mangia,$,"setTargeting('cuisine', ['pizza', 'sandwiches']);",0
1157,147 Endicott St,42.365332,/restaurants/mangia-mangia/,-71.057596,Mangia Mangia,$,"setTargeting('cuisine', ['italian', 'sandwiches']);",0
1158,700 Boylston St,42.349497,/restaurants/map-room-cafe/,-71.079795,Map Room Cafe,$$,"setTargeting('cuisine', ['sandwiches', 'bakeries', 'cafes-coffeehouses']);",0
1159,274 Summer St,42.350336,/restaurants/marco-polo/,-71.050271,Marco Polo,$,"setTargeting('cuisine', ['sandwiches', 'italian']);",0
1160,135 Richmond St,42.363443,/restaurants/mare-oyster-bar/,-71.054183,Mare Oyster Bar,$$$$$,"setTargeting('cuisine', ['seafood', 'italian']);",0
1161,46 Cross St,42.363131,/restaurants/marias-pastry-shop/,-71.056625,Maria's Pastry Shop,$$$,"setTargeting('cuisine', ['bakeries', 'italian']);",0
1162,226 Tremont St,42.351421,/restaurants/marias-taqueria/,-71.065151,Maria's Taqueria,$,"setTargeting('cuisine', ['mexican']);",0
1163,347 Chelsea St,42.378214,/restaurants/marios/,-71.028965,Mario's,$$$,"setTargeting('cuisine', ['italian']);",0
1164,424 Massachusetts Ave,42.363644,/restaurants/mariposa-bakery/,-71.100831,Mariposa Bakery,$,"setTargeting('cuisine', ['sandwiches', 'bakeries', 'cafes-coffeehouses']);",0
1165,100 Stuart St,42.351097,/restaurants/market/,-71.065536,Market,$$$$$,"setTargeting('cuisine', ['american-new', 'italian', 'seafood']);",0
1166,21 Broad St,42.358763,/restaurants/market-2/,-71.054446,Market,$$$$,"setTargeting('cuisine', ['american-new']);",0
1167,10 Bosworth St,42.357397,/restaurants/marliave/,-71.061295,Marliave (CLOSED),$$$$,"setTargeting('cuisine', ['american-new', 'italian']);",0
1168,35 Harvard St,42.334297,/restaurants/martins-coffee-shop/,-71.119196,Martin's Coffee Shop,$,"setTargeting('cuisine', ['diners-coffee-shops']);",0
1169,233 Elm St,42.394952,/restaurants/martsa-on-elm/,-71.121453,Martsa On Elm,$$$,"setTargeting('cuisine', ['tibetan']);",0
1170,460 Massachusetts Ave,42.363909,/restaurants/mary-chung-restaurant/,-71.101255,Mary Chung Restaurant,$$,"setTargeting('cuisine', ['chinese', 'dim-sum']);",0
1171,820 Memorial Dr,42.361759,/restaurants/marys-deli-on-the-charles/,-71.115718,Mary's Deli On the Charles,$$,"setTargeting('cuisine', ['delis', 'sandwiches', 'pizza']);",0
1172,439 Tremont St,42.346826,/restaurants/masa/,-71.069128,Masa,$$$$,"setTargeting('cuisine', ['southwestern', 'small-plates-tapas']);",0
1173,1127 Broadway,42.403172,/restaurants/masala/,-71.126683,Masala,$$,"setTargeting('cuisine', ['indian', 'other', 'vegetarian-friendly']);",0
1174,157 Sutherland Rd,42.341131,/restaurants/mashawi-grill/,-71.146901,Mashawi Grill,$$,"setTargeting('cuisine', ['middle-eastern']);",0
1175,197 Massachusetts Ave,42.345208,/restaurants/mass-ave-pita-2/,-71.087075,Mass Ave Pita,$,"setTargeting('cuisine', ['mediterranean', 'middle-eastern', 'vegetarian-friendly']);",0
1176,906 Massachusetts Ave,42.368327,/restaurants/mass-avenue-restaurant/,-71.108816,Mass Avenue Diner,$,"setTargeting('cuisine', ['diners-coffee-shops']);",0
1177,736 Massachusetts Ave,42.366289,/restaurants/mass-chicken/,-71.105408,Mass Chicken,$,"setTargeting('cuisine', ['chicken', 'middle-eastern']);",0
1178,207 Endicott St,42.366442,/restaurants/massiminos-cucina-italiana/,-71.05809,Massimino's Cucina Italiana,$$$,"setTargeting('cuisine', ['italian']);",1
1179,100 Cambridgeside Pl,42.368148,/restaurants/master-wok/,-71.076147,Master Wok,$,"setTargeting('cuisine', ['chinese']);",0
1180,650 Atlantic Ave,42.354032,/restaurants/master-wok-2/,-71.052865,Master Wok,$,"setTargeting('cuisine', ['chinese']);",0
1181,14 Harvard St,42.333622,/restaurants/matt-murphys/,-71.118971,Matt Murphy's,$$$$,"setTargeting('cuisine', ['irish', 'gastropub', 'bar-food']);",0
1182,364 Hanover St,42.365712,/restaurants/maurizios/,-71.053175,Maurizio's,$$$$,"setTargeting('cuisine', ['italian']);",0
1183,745 Boylston St,42.34938,/restaurants/max-brenner/,-71.080522,Max Brenner,$$$,"setTargeting('cuisine', ['american-traditional', 'desserts']);",0
1184,151 Milk St,42.357631,/restaurants/maxs-deli-cafe/,-71.054638,Max's Deli Cafe,$$,"setTargeting('cuisine', ['italian', 'sandwiches', 'delis', 'cafes-coffeehouses']);",0
1185,62 Harrison Ave,42.351507,/restaurants/maxim-coffee-house/,-71.061155,Maxim Coffee House,$,"setTargeting('cuisine', ['bakeries', 'chinese']);",0
1186,95 Glenville Ave,42.34927,/restaurants/mays-cafe/,-71.135552,May's Cafe,$,"setTargeting('cuisine', ['chinese', 'other']);",0
1187,223 Harrison Ave,42.347772,/restaurants/mays-cake-house/,-71.062807,May's Cake House,$$$$$,"setTargeting('cuisine', ['bakeries']);",0
1188,2 Cambridge Ctr,42.363342,/restaurants/mc2/,-71.088084,MC2,$$$$,"setTargeting('cuisine', ['american-new']);",0
1189,2046 Massachusetts Ave,42.390905,/restaurants/mccabes-on-mass/,-71.122578,McCabe's on Mass,$$$,"setTargeting('cuisine', ['american-new', 'small-plates-tapas', 'gastropub']);",0
1190,34 Columbus Ave,42.350893,/restaurants/mccormick-schmicks-2/,-71.069187,McCormick &amp; Schmick's,$$$$,"setTargeting('cuisine', ['seafood', 'steakhouses']);",0
1191,Faneuil Hall Marketplace,42.360383,/restaurants/mccormick-schmicks/,-71.055429,McCormick &amp; Schmick's,$$$$,"setTargeting('cuisine', ['seafood', 'steakhouses']);",0
1192,197 Portland St,42.364221,/restaurants/mcganns-pub/,-71.06177,McGann's Pub,$,"setTargeting('cuisine', ['american-traditional', 'bar-food']);",0
1193,911 Boylston St,42.348357,/restaurants/mcgreevys/,-71.083999,McGreevy's,$$,"setTargeting('cuisine', ['american-traditional', 'bar-food', 'irish']);",0
1194,4 Cambridge Center,42.362945,/restaurants/meadhall/,-71.08661,Meadhall,$$$,"setTargeting('cuisine', ['american-new', 'gastropub', 'local-organic']);",0
1195,281 Franklin St,42.356967,/restaurants/mediterranean-grill/,-71.053536,Mediterranean Grill (CLOSED),$$,"setTargeting('cuisine', ['delis', 'sandwiches', 'italian']);",0
1196,4 S Market St,42.359804,/restaurants/megumi/,-71.054457,Megumi,$$,"setTargeting('cuisine', ['japanese']);",0
1197,329 Sumner St,42.367105,/restaurants/mehak-halal/,-71.03608,Mehak Halal,$$,"setTargeting('cuisine', ['indian', 'pakistani']);",0
1198,506 Park Dr,42.347751,/restaurants/mei-mei/,-71.10568,Mei Mei,$$$,"setTargeting('cuisine', ['asian-fusion', 'local-organic']);",0
1199,Location Varies,42.348507,/restaurants/mei-mei-street-kitchen/,-71.075245,Mei Mei Street Kitchen,$,"setTargeting('cuisine', ['chinese']);",0
1200,578 Tremont St,42.34328,/restaurants/mela/,-71.072927,Mela,$$$$,"setTargeting('cuisine', ['indian']);",0
1201,354 Congress St,42.350675,/restaurants/menton/,-71.048459,Menton,$$$$$,"setTargeting('cuisine', ['french', 'italian']);",0
1202,155 Meridian St,42.374681,/restaurants/meridian-155/,-71.039183,Meridian 155,$,"setTargeting('cuisine', ['cafes-coffeehouses']);",0
1203,121 Meridian St,42.373095,/restaurants/meridian-food-market/,-71.039235,Meridian Food Market,$,"setTargeting('cuisine', ['sandwiches', 'american-traditional']);",0
1204,70 Rowes Wharf,42.356597,/restaurants/meritage/,-71.050328,Meritage,$$$$$,"setTargeting('cuisine', ['american-new', 'small-plates-tapas', 'wine-bar']);",0
1205,1 Appleton St,42.346639,/restaurants/merrill-co/,-71.0695,Merrill &amp; Co.,$$$$,"setTargeting('cuisine', ['american-new', 'seafood', 'gastropub']);",0
1206,279 Dartmouth St,42.350897,/restaurants/met-back-bay/,-71.077995,Met Back Bay,$$$$$,"setTargeting('cuisine', ['american-traditional', 'american-new', 'steakhouses']);",0
1207,332 Congress St,42.351036,/restaurants/metro-cafe/,-71.049378,Metro Cafe,$,"setTargeting('cuisine', ['sandwiches', 'american-traditional', 'pizza']);",0
1208,584 Tremont St,42.343189,/restaurants/metropolis-cafe/,-71.073111,Metropolis Cafe,$$$$,"setTargeting('cuisine', ['mediterranean', 'american-new']);",0
1209,1024 Commonwealth Ave,42.351779,/restaurants/metropolitan-desserts/,-71.121562,Metropolitan Desserts,$$,"setTargeting('cuisine', ['desserts']);",0
1210,350 Kendall St,42.364027,/restaurants/mexicali-burrito-cabana/,-71.081802,MexiCali Burrito Cabana,$$,"setTargeting('cuisine', ['mexican']);",0
1211,500 Technology Square,42.363493,/restaurants/mexicali-burrito-co/,-71.092561,MexiCali Burrito Co,$,"setTargeting('cuisine', ['mexican']);",0
1212,333 Border St,42.379419,/restaurants/mi-pueblito/,-71.040258,Mi Pueblito,$$,"setTargeting('cuisine', ['mexican']);",0
1213,45 Meridian St,42.371297,/restaurants/mi-rancho-restaurante/,-71.039195,Mi Rancho Restaurante,$,"setTargeting('cuisine', ['latin-american', 'south-american']);",0
1214,381 Centre St,42.322115,/restaurants/miami-restaurant/,-71.109389,Miami Restaurant,$$,"setTargeting('cuisine', ['cuban', 'puerto-rican-dominican']);",0
1215,256 Harvard St,42.34163,/restaurants/michaels-deli/,-71.121263,Michael's Deli,$$,"setTargeting('cuisine', ['delis', 'sandwiches']);",0
1216,315 Massachusetts Ave,42.362592,/restaurants/middlesex-lounge/,-71.099064,Middlesex Lounge,$,"setTargeting('cuisine', ['sandwiches', 'bar-food']);",0
1217,1124 Cambridge St,42.372997,/restaurants/midwest-grill/,-71.096277,Midwest Grill,$$$$,"setTargeting('cuisine', ['brazilian', 'south-american', 'barbecue']);",0
1218,510 Atlantic Ave,42.358127,/restaurants/miel/,-71.051372,Miel,$$$$,"setTargeting('cuisine', ['french', 'seafood']);",0
1219,1 Faneuil Hall Marketplace,42.359656,/restaurants/mija-cantina-tequila-bar/,-71.055944,Mija Cantina &amp; Tequila Bar,$$$,"setTargeting('cuisine', ['mexican', 'nuevo-latino']);",0
1220,12 Church St,42.348505,/restaurants/mike-and-pattys/,-71.067793,Mike and Patty's,$$,"setTargeting('cuisine', ['sandwiches', 'local-organic']);",0
1221,9 Davis Sq,42.396709,/restaurants/mikes-restaurant/,-71.122672,Mike's,$$,"setTargeting('cuisine', ['italian', 'pizza', 'sandwiches']);",0
1222,1714 Washington St,42.336897,/restaurants/mikes-city-diner/,-71.076595,Mike's City Diner,$$,"setTargeting('cuisine', ['diners-coffee-shops']);",0
1223,1524\u002DA Tremont St,42.332332,/restaurants/mikes-donuts/,-71.099921,Mike's Donuts,$,"setTargeting('cuisine', ['delis', 'bakeries', 'cafes-coffeehouses']);",0
1224,11 Dunster St,42.372999,/restaurants/mikes-pastry-2/,-71.119121,Mike's Pastry,$,"setTargeting('cuisine', ['desserts', 'bakeries', 'italian']);",0
1225,300 Hanover St,42.364234,/restaurants/mikes-pastry/,-71.054427,Mike's Pastry,$,"setTargeting('cuisine', ['desserts', 'bakeries', 'italian']);",0
1226,60 Washington St,42.343273,/restaurants/milano-pizzeria-and-pasta/,-71.142388,Milano Pizzeria and Pasta,$$,"setTargeting('cuisine', ['other']);",0
1227,50 Milk St,42.356597,/restaurants/milk-street-cafe/,-71.057228,Milk Street Cafe,$,"setTargeting('cuisine', ['vegetarian-friendly', 'sandwiches']);",0
1228,284 Amory St,42.314768,/restaurants/milky-way-lounge-lanes/,-71.10449,Milky Way Lounge,$$$,"setTargeting('cuisine', ['italian', 'pizza']);",0
1229,51 Huntington Ave,42.348237,/restaurants/minibar/,-71.078577,Minibar (CLOSED),$$,"setTargeting('cuisine', ['bar-food', 'eclectic-international', 'cocktails']);",0
1230,321 Massachusetts Ave,42.362671,/restaurants/miracle-of-science/,-71.099238,Miracle of Science,$,"setTargeting('cuisine', ['american-traditional', 'bar-food']);",0
1231,1625 Tremont St,42.333842,/restaurants/mission-sushi-and-wok/,-71.103511,Mission Sushi And Wok,$$$,"setTargeting('cuisine', ['asian-fusion', 'sushi', 'vegetarian-friendly']);",0
1232,223 Columbus Ave,42.347246,/restaurants/mistral/,-71.073539,Mistral,$$$,"setTargeting('cuisine', ['french', 'mediterranean']);",0
1233,212 Hampshire St,42.373497,/restaurants/mitchs-traditional-bbq/,-71.100796,Mitch's Traditional BBQ,$$$,"setTargeting('cuisine', ['barbecue', 'southern-soul', 'cajun-creole']);",0
1234,1678 Massachusetts Ave,42.38239,/restaurants/mix-it/,-71.119906,Mix-It,$$$,"setTargeting('cuisine', ['japanese', 'sushi', 'noodle-shops', 'vegetarian-friendly']);",0
1235,300 Beacon St,42.383598,/restaurants/mixtura/,-71.113169,Mixtura,$$,"setTargeting('cuisine', ['central-american', 'latin-american', 'peruvian', 'south-american', 'smoothies-juice-bar']);",0
1236,66 Brighton Ave,42.352449,/restaurants/mixx/,-71.128686,Mixx,$,"setTargeting('cuisine', ['desserts']);",0
1237,1258 Boylston St,42.345244,/restaurants/mixx-2/,-71.095276,Mixx,$,"setTargeting('cuisine', ['desserts']);",0
1238,318 Harvard St,42.342519,/restaurants/mj-ready/,-71.122028,MJ Ready,$$,"setTargeting('cuisine', ['thai', 'italian']);",0
1239,269 Huntington Ave,42.342047,/restaurants/moby-dick/,-71.085895,Moby Dick,$$,"setTargeting('cuisine', ['middle-eastern']);",0
1240,257 Hanover St,42.36351,/restaurants/modern-pastry-shop/,-71.055186,Modern Pastry Shop,$,"setTargeting('cuisine', ['desserts', 'bakeries']);",0
1241,257 Hanover St,42.363254,/restaurants/modern-underground/,-71.054733,Modern Underground,$$,"setTargeting('cuisine', ['bar-food']);",0
1242,460 Harrison Ave,42.342598,/restaurants/mohr-mcpherson-cafe/,-71.065443,Mohr &amp; McPherson Cafe,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'sandwiches']);",0
1243,48 Winter St,42.35607,/restaurants/mojitos/,-71.061852,Mojitos,$$,"setTargeting('cuisine', ['latin-american', 'small-plates-tapas']);",0
1244,450 Massachusetts Ave,42.363526,/restaurants/moksa/,-71.100977,Moksa,$$$,"setTargeting('cuisine', ['asian-fusion', 'small-plates-tapas', 'sushi', 'vegetarian-friendly']);",0
1245,Carleton St,42.361112,/restaurants/momogoose-food-truck/,-71.086302,Momogoose Food Truck,$,"setTargeting('cuisine', ['asian-fusion', 'vietnamese', 'sandwiches']);",0
1246,1621 Cambridge St,42.373657,/restaurants/mona-lisa-pizza-grill/,-71.100379,Mona Lisa Pizza &amp; Grill,$,"setTargeting('cuisine', ['pizza', 'italian']);",0
1247,130 Salem St,42.36514,/restaurants/monicas-mercato-pizza/,-71.055637,Monica's Mercato Pizza,$$,"setTargeting('cuisine', ['pizza']);",0
1248,748\u002DA Huntington Ave,42.33382,/restaurants/montecristo-mexican-grill/,-71.105734,Montecristo Mexican Grill,$$,"setTargeting('cuisine', ['mexican']);",0
1249,63 Stuart St,42.351104,/restaurants/montien-2/,-71.064831,Montien,$$$,"setTargeting('cuisine', ['thai', 'japanese', 'sushi']);",0
1250,1646 Massachusetts Ave,42.381246,/restaurants/montrose-spa/,-71.119847,Montrose Spa,$,"setTargeting('cuisine', ['delis', 'sandwiches']);",0
1251,154 Chestnut Hill Ave,42.341585,/restaurants/moogys/,-71.154269,Moogy's,$,"setTargeting('cuisine', ['sandwiches', 'cheesesteaks']);",0
1252,19 Edinboro St,42.351957,/restaurants/moon-villa-restaurant/,-71.05979,Moon Villa Restaurant,$$,"setTargeting('cuisine', ['chinese']);",0
1253,15 Beacon St,42.358084,/restaurants/mooo/,-71.062429,Mooo....,$$$$$,"setTargeting('cuisine', ['steakhouses', 'american-traditional']);",0
1254,1401 Washington St,42.34098,/restaurants/morse-fish-company/,-71.070169,Morse Fish Company,$$,"setTargeting('cuisine', ['seafood']);",0
1255,2 Seaport Lane,42.349483,/restaurants/mortons-the-steakhouse/,-71.040687,"Morton's, The Steakhouse",$$$$$,"setTargeting('cuisine', ['steakhouses']);",0
1256,211 Hanover St,42.362842,/restaurants/mother-annas/,-71.05529,Mother Anna's,$$$,"setTargeting('cuisine', ['italian']);",0
1257,Location Varies,42.353068,/restaurants/mother-juice/,-71.076519,Mother Juice,$,"setTargeting('cuisine', ['smoothies-juice-bar', 'vegan', 'vegetarian-friendly', 'local-organic']);",0
1258,Location Varies,42.334424,/restaurants/moyzilla/,-71.074465,Moyzilla,$$,"setTargeting('cuisine', ['asian-fusion']);",0
1259,51 Davis Sq,42.39658,/restaurants/mr-crepe/,-71.122511,Mr Crepe,$,"setTargeting('cuisine', ['crepes']);",0
1260,77 Broad St,42.357824,/restaurants/mr-dooleys-boston-tavern/,-71.053784,Mr Dooley's Boston Tavern,$$$,"setTargeting('cuisine', ['irish', 'bar-food']);",0
1261,329 Harvard St,42.34343,/restaurants/mr-sushi/,-71.12393,Mr Sushi,$$$,"setTargeting('cuisine', ['japanese', 'sushi', 'korean']);",0
1262,1246 Massachusetts Ave,42.37244,/restaurants/mr-bartleys-burger-cottage/,-71.116053,Mr. Bartley's Burger Cottage,$$,"setTargeting('cuisine', ['burgers', 'american-traditional']);",0
1263,228 Broadway,42.366697,/restaurants/mulan/,-71.094596,Mulan,$$$,"setTargeting('cuisine', ['chinese']);",0
1264,83 Canal St,42.364326,/restaurants/mulligans/,-71.059689,Mulligans,$,"setTargeting('cuisine', ['sandwiches']);",0
1265,1008 Cambridge St,42.3726,/restaurants/muqueca-restaurant/,-71.0939,Muqueca,$$$,"setTargeting('cuisine', ['brazilian', 'south-american']);",0
1266,396 Hanover St,42.365964,/restaurants/my-cousins-place/,-71.052999,My Cousin's Place,$,"setTargeting('cuisine', ['sandwiches', 'cafes-coffeehouses']);",0
1267,3 Beach St,42.351585,/restaurants/my-thai-vegan-cafe/,-71.062941,My Thai Vegan Cafe,$$$,"setTargeting('cuisine', ['thai', 'vegan', 'vegetarian-friendly']);",0
1268,1145 Washington St,42.343768,/restaurants/myers-+-chang/,-71.066138,Myers + Chang,$$$,"setTargeting('cuisine', ['asian-fusion', 'dim-sum', 'vegetarian-friendly']);",1
1269,90 Harvard Ave,42.353336,/restaurants/myung-dong-1st-avenue/,-71.132048,Myung Dong 1st Avenue,$$$,"setTargeting('cuisine', ['korean']);",0
1270,179 Massachusetts Ave,42.345956,/restaurants/nan-ling/,-71.087292,Nan Ling,$$,"setTargeting('cuisine', ['chinese']);",0
1271,1312 Commonwealth Ave,42.348319,/restaurants/natalies-pizza/,-71.134732,Natalie's Pizza,$,"setTargeting('cuisine', ['pizza', 'middle-eastern']);",0
1272,1 6th St,42.374893,/restaurants/navy-yard/,-71.054679,Navy Yard,$$$,"setTargeting('cuisine', ['american-new', 'bistro', 'wine-bar']);",0
1273,520 Atlantic Ave,42.353888,/restaurants/nebo/,-71.053126,Nebo,$$$,"setTargeting('cuisine', ['italian', 'pizza']);",1
1274,1 Faneuil Hall Marketplace,42.360063,/restaurants/ned-devines/,-71.053976,Ned Devine's,$$$,"setTargeting('cuisine', ['irish', 'bar-food', 'cocktails']);",0
1275,96 Peterborough St,42.343073,/restaurants/neighborhoods-coffee-crepes/,-71.099264,Neighborhoods Coffee &amp; Crepes,$,"setTargeting('cuisine', ['cafes-coffeehouses', 'crepes']);",0
1276,63 Salem St,42.363333,/restaurants/neptune-oyster/,-71.056345,Neptune Oyster,$$$$$,"setTargeting('cuisine', ['seafood', 'new-england']);",0
1277,465 Huntington Ave,42.331976,/restaurants/new-american-cafe/,-71.101644,New American Cafe,$$$$,"setTargeting('cuisine', ['american-new']);",0
1278,83 Harrison Ave,42.350826,/restaurants/new-dong-khanh/,-71.061689,New Dong Khanh,$,"setTargeting('cuisine', ['vietnamese']);",0
1279,2 Brookline Pl,42.335497,/restaurants/new-england-soup-factory/,-71.110996,New England Soup Factory,$$,"setTargeting('cuisine', ['soups', 'sandwiches']);",0
1280,66 Beach St,42.351124,/restaurants/new-golden-gate/,-71.060465,New Golden Gate,$$$,"setTargeting('cuisine', ['chinese', 'seafood', 'vegetarian-friendly']);",0
1281,14 Tremont St,42.350599,/restaurants/new-hong-kong/,-71.169145,New Hong Kong,$$,"setTargeting('cuisine', ['chinese']);",0
1282,5 Hudson St,42.350926,/restaurants/jumbo-seafood-restaurant/,-71.060268,New Jumbo Seafood Restaurant,$$$,"setTargeting('cuisine', ['chinese', 'seafood']);",0
1283,21 Hudson St,42.350582,/restaurants/new-shanghai-restaurant/,-71.060418,New Shanghai Restaurant,$$,"setTargeting('cuisine', ['chinese']);",0
1284,297 Main St,42.37775,/restaurants/new-speedy-chens/,-71.067109,New Speedy Chen's,$$,"setTargeting('cuisine', ['chinese']);",0
1285,67 Washington St,42.343957,/restaurants/new-york-fried-chicken-pizza/,-71.143511,New York Fried Chicken &amp; Pizza,$,"setTargeting('cuisine', ['pizza', 'chicken', 'sandwiches', 'wings']);",0
1286,435 Massachusetts Ave,42.340754,/restaurants/new-york-pizza/,-71.082344,New York Pizza,$$,"setTargeting('cuisine', ['pizza', 'delis', 'sandwiches']);",0
1287,224 Tremont St,42.351476,/restaurants/new-york-pizza-2/,-71.06514,New York Pizza,$$,"setTargeting('cuisine', ['pizza', 'delis', 'sandwiches']);",0
1288,1945 Massachusetts Ave,42.389896,/restaurants/newtowne-grille/,-71.120497,Newtowne Grille,$,"setTargeting('cuisine', ['pizza', 'burgers', 'american-traditional']);",0
1289,98 Windsor St,42.363453,/restaurants/newtowne-variety/,-71.09697,Newtowne Variety,$,"setTargeting('cuisine', ['sandwiches', 'delis']);",0
1290,417 Hanover St,42.365787,/restaurants/nico/,-71.05314,Nico,$$$$,"setTargeting('cuisine', ['italian', 'cocktails']);",0
